,hotel_name,rating,review
409,Les Tipaniers Lodge,5," Beautiful place, relaxing, in contact with nature. From the terrace directly on the sea you can see whales. Excellent cuisine, friendly and helpful managers and staff. The place is far from the inhabited center but it"
410,Villa-Malaza,5,"(Translated by Google) A little paradise in Antalaha.
We have been to Villa-Malaza twice; the first time as a couple to spend a few days in Antalaha. …"
411,Villa-Malaza,5,"(Translated by Google) I had a wonderful stay at this establishment. Gisèle and Alain are really attentive and friendly!
I would go there again with great pleasure! …"
412,Villa-Malaza,5,"(Translated by Google) The most pleasant of all the hotels we went to mada
And one of the cheapest! Exellente cuisine perfect quai rooms acceuil extremely friendly a big thank you to the hosts we will return …"
413,Villa-Malaza,5, The owners are very kind people the house is clean and welcoming the rooms have a splendid view and a very welcome European touch
414,Villa-Malaza,5, Quiet location in the middle of a natural environment ... friendly warmth ...
415,Villa-Malaza,5," Super B & B, the boss, the boss and employees very friendly and caring. I'm going back this year with pleasure"
416,Villa-Malaza,2," The ""Euros"" are good banknotes but counterfeiters will not be left behind. They will try to copy them. So to be able to distinguish the real ones from the fake ones, the manufacturing processes are ultra sophisticated"
417,Villa-Malaza,5, Exceptional ..very good .... uniquemant .... charming ..and again .... all together these as an oasis in paradise
418,Villa-Malaza,3, it is a famous mada villa
420,LE ZAHIR DE L'ILE,5,Perfect quite place on this paradise island
421,LE ZAHIR DE L'ILE,5,"Excellent séjour très dépaysant dans un cadre paradisiaque. Le personnel est très gentil et très disponible. Le petit déjeuner et les repas sont copieux, variés et d'une très bonne facture. Les bungalows sont simples mais confortables. Attention seul Telma fonctionne sur l'île et internet à demander au gérant."
422,LE ZAHIR DE L'ILE,5," Absolute wonder. Here you have the time and the way to feel an integral part of the island, to live in the eco lodges from which the light of the stars at night and the first rays of sun at dawn filter. We always have"
423,LE ZAHIR DE L'ILE,5, A relais immersed in a dream environment. Its simplicity and small size are not a handicap but on the contrary they help you to better appreciate the atmosphere and the beautiful landscapes. Congratulations to the
424,LE ZAHIR DE L'ILE,2,"(Translated by Google) The scenery is indeed splendid.
I had never been able to appreciate a water of this color.
The staff is at your disposal. …"
425,LE ZAHIR DE L'ILE,5," Very friendly staff. By the sea, clean bungalows"
426,LE ZAHIR DE L'ILE,5," Small lodge, with attention to detail, simple bungalows directly on the beach, white and with a view that will remain in your mind forever."
427,LE ZAHIR DE L'ILE,5, Nice small hotel hotel.
428,LE ZAHIR DE L'ILE,5, It is a place that deserves to visit and for holidays
429,LE ZAHIR DE L'ILE,5, A climatic place. It's worth visiting.
430,Palissandre Cote Ouest resort & SPA,5,Amazing place with calm downtown
431,Palissandre Cote Ouest resort & SPA,5,This place is just amazing in all aspects. We have spent two nights here on half-board basis. The attention of the staff is very warm and professional. All services are up to the standard you expect and more. The environment is just magical …
432,Palissandre Cote Ouest resort & SPA,5,"Other than no WiFi in rooms (and slow in main area), it was perfect. Rooms, food, staff, everything was great! Very romantic."
433,Palissandre Cote Ouest resort & SPA,5,"Probably the best place to stay in Morondava.
Fantastic view with a wonderful swimming pool.
The staff is extremely friendly. …"
434,Palissandre Cote Ouest resort & SPA,4,"Wonderful hotel, great rooms, nice swimming pool. The WiFi is a little slow and only in the lobby area. The dinner buffet is simple, continental fare. (Some local food items would be a welcome addition to the meal options.)"
435,Palissandre Cote Ouest resort & SPA,5,Very nice hotel.
436,Palissandre Cote Ouest resort & SPA,5,"Wi-Fi service is limited and slow otherwise the room, the food, the service, and the location are fantastic. Right on the beach, with great views for sunset on the Mozambique channel. Definitely recommend."
437,Palissandre Cote Ouest resort & SPA,5,"Beautiful bungalows, luxury equipment for Madagascar standards, very nice experience"
438,Palissandre Cote Ouest resort & SPA,2,The hotel is down in service and pool is kept not cleaned . Food not good and the sea in front of the beach is muddy and red . …
439,Palissandre Cote Ouest resort & SPA,5,V nice location
440,SNIT/ Hôtel Sarimanok,4,"The best hotel by far all around there but unfortunately not perfect yet.
Good rooms, good beds, good atmosphere, air conditioning, friendly personal, good swimming pool, good restaurant, great location - at the beach and near …"
441,SNIT/ Hôtel Sarimanok,3,"Okay, so I find this place to be good. It is lovely but not maintained as well as it should be. With the sun fading thenpool cushions, it needs replacing. Reception has a funny smell. The rooms are spacious with a mini bar, aircon, fan and …"
442,SNIT/ Hôtel Sarimanok,4,"Fantastic view from all the rooms, nice food and very nice staff"
443,SNIT/ Hôtel Sarimanok,5,"Very nice restaurant, tasty food. Definitely leave some space for their delicious ice cream! The live music by Harry Ratiarison made our experience even better!"
444,SNIT/ Hôtel Sarimanok,5,The Best sur nosy be
445,SNIT/ Hôtel Sarimanok,4, Very cobviviak. Close to the beach and also has a swimming pool on the terrace. Fairly high price mzis bin value for money
446,SNIT/ Hôtel Sarimanok,4, Very good value for money. Friendly staff
447,SNIT/ Hôtel Sarimanok,4, The most elegant restaurant in ambatoulouka. Serious and competent staff. The restaurant stands out from all the others in terms of level and service. European style menu with local dishes revisited in international
448,SNIT/ Hôtel Sarimanok,4, Nice hotel and very attentive staff
449,SNIT/ Hôtel Sarimanok,4," Restaurant located in front of the sea, very beautiful and with a good atmosphere."
450,Hôtel Colbert - SPA & Casino,5,"Very clean , organized and neat . Good breakfast 🥐"
451,Hôtel Colbert - SPA & Casino,4,Nice place. Very unusual for Madagascar. Close to many of the sites in town.
452,Hôtel Colbert - SPA & Casino,5,"Best place in town, perfect food as well!"
453,Hôtel Colbert - SPA & Casino,4,Nice views of the lake and palace uphill..
454,Hôtel Colbert - SPA & Casino,4,"From 1930's I think. It's athmosphere a bit historical, well furnished, warm, dim lit. Good view of city. Good breakfast. Not bad restaurant. Reception knows little English like all other Madagascar People. I suppose best in the Antanarivo."
455,Hôtel Colbert - SPA & Casino,4,"Old construction, well maintained and served. Nice place to stay. It would be nice if they upgraded electric sockets to make them compatible with different equipment."
456,Hôtel Colbert - SPA & Casino,4,"An older hotel centrally located near the presidential palace, government ministries and luxury shopping sites. Rooms are spacious. The hotel had several boutique shops, bars, restaurants, and spa. Breakfast is sumptuous and varied. The ""Old Dame"" of local hotels."
457,Hôtel Colbert - SPA & Casino,5,"Of the three places I have stayed in while visiting Abrams Marino, this was my favourite. Staff were friendly (maybe some overly so... Always pushing for a tip), many had at least rudimentary English, and the hotel is like a delightful …"
458,Hôtel Colbert - SPA & Casino,5,"Good food, Clean and fast"
459,Hôtel Colbert - SPA & Casino,1,For a 4-star hotel the receptionist was quite rude on the phone and provided zero help when trying to find out information on the spa.
460,Sakalava Lodge,5,Top location. Really nice comfortable bungalow. The food is great and varied. The staff is very friendly and knowledgeable. And the hotel is the only place in the bay that is sheltered from the (very strong) wind. Will be back.
461,Sakalava Lodge,5,"The best spot I ever went to. Perfect wind.. always. Great atmosphere.. u feel out of the world & privileged..
extremely friendly staff, good food, and great prices..
it doesn't come better!"
462,Sakalava Lodge,5,Great place. Nice location and superb beach. Tricky underfoot on the shore and in the sea until you swim so take beach shoes. Our visit included entertainment in the evening.
463,Sakalava Lodge,3,We spent 5 days/ nights here. People were in general nice but the staff seemed to be somehow uninterested regarding the guests. This means that you had for example to explecitly tell the staff that you go out for a kite session and that …
464,Sakalava Lodge,5,"Spent a week there in June in this windy paradise. We really enjoyed the beach bungalow at this beautiful location. The flatwater can be a bit shallow and choppy, but the waves are really awesome. We particularly enjoyed the good cuisine great in taste and variety. The team is nice as well, will come back one day! :D"
465,Sakalava Lodge,1,"The place is very run down and would need a fresh paint job. We stayed there for a week and had no water in the bathroom for 3 days, the staff has been terribly unhelpful and rude when we asked for a solution to take a proper shower, …"
466,Sakalava Lodge,5,"I went there three times already... the wind is always there, the food is great, and the authentic and relaxed atmosphere... Staff has always been very friendly. Sure, you don't always have electricity or hot water 24/7 but that's the ""ECO"" …"
467,Sakalava Lodge,1,what a disappointment the room was dirty the staff unfriendly and condescendant we didnt get the room we booked and got a smaller one instead without compensation horrible breakfast avoid at any cost
468,Sakalava Lodge,5,"We (a family of four) stayed a week three in early April 2018. We enjoyed the hospitality of Greg and his diligent staff. The place is clean and very relaxed. The nearby mangrove provides shelter from the wind, so it is very plesant even …"
469,Sakalava Lodge,5,"i just spent over a month at sakalava lodge and really liked the place.
the staff is really friendly (can't understand any complaints of others at all..), kitesurfing is awesome at the bay, also liked the kite rental (airush 2017). …"
470,Shangri-la Lodge,5,"An amazing place! Great hospitality, great food, great accommodations. We traveled up the entire west coast of Madagascar and this was by far our favourite hotel. The beach is white sand for kilometres in both directions with turquoise …"
471,Shangri-la Lodge,5,"A PIECE OF PARADISE ON EARTH. GREAT HOSTAGES ,GREAT VIEW ,GREAT FOOD AND AMAZING HOSPITALITY!"
472,Shangri-la Lodge,1,"(Translated by Google) Wouldn't even deserve a star, the service leaves something to be desired, no respect for the customers, and the food makes you sick!
I strongly advise against! …"
473,Shangri-la Lodge,5,"(Translated by Google) Wonderful location, very friendly staff, great food.
A bit difficult to reach about 4h of sand track.
Recommended stay for more than one night …"
474,Shangri-la Lodge,5,"(Translated by Google) I was in January 2020 from 4.1. until 8.1 and 10.1. until 13.1 in the Shangri-la Lodge.
The bungalows with toilet / shower are simple but great. The view of the beach …"
475,Shangri-la Lodge,1," The site is normal, but the current director is an Italian who goes through everything, who gives very bad service and who does not mind leaving customers hung up with picnic orders to take, as he did with our group."
476,Shangri-la Lodge,5,"(Translated by Google) Location welcome
A real holiday in contact with nature
Thanks Gianni for making our break in Shangri superb …"
477,Shangri-la Lodge,4,"(Translated by Google) Great hotel with all types of rooms, warm welcome, delicious meals and terrific owner.
I recommend this place with a beautiful beach and space at will. …"
478,Shangri-la Lodge,4, Lonely sandy beach. Very expensive. Naughty in-house lemur.
479,Shangri-la Lodge,5, A lovely place
480,L'Oasis Lodge,5,An absolutely stunning view from all the bungalows and a very attentive and welcoming staff.
481,L'Oasis Lodge,5,Good staff great food amazing view
482,L'Oasis Lodge,4,"(Translated by Google) Superb sea view. Comfortable room and delicious food.
A good address on Fenerive but which comes with a high cost compared to the services offered …"
483,L'Oasis Lodge,2, Nice view of course but the service not very warm
484,L'Oasis Lodge,4," Nice surprise because the hotel is in an area not conducive to tourism. Very beautiful view. A beach not too far very nice. Good meal. The bungalows are simple and lack equipment. Only downside, we left clothes to be"
485,L'Oasis Lodge,3, Very quiet welcome but no hot water in the standards and slippery bathroom.
486,L'Oasis Lodge,5," Panoramic view! Beautiful decoration that reflects the Malagasy culture and at the same time comfortable. Several activities, gym, billiards, babyfooy ... Impeccable!"
487,L'Oasis Lodge,5," This place is clean, the service is very fast and there is a gym, a trumpoline for children and a panoramic view of the sea."
488,L'Oasis Lodge,4," Pleasant stay, superb sea view, calm"
489,L'Oasis Lodge,4," Nothing to say, beautiful view, we must see ...."
490,Arotel,5,"The perfect place to stay when you plan to stay in Antsirabe. Rooms are clean, nicely decorated, the staff is welcoming, wifi is fast oh and the dishes are great at the restaurant."
491,Arotel,5,Love this place .. perfect location and very elegant
492,Arotel,4,"Hotel was completely renovated, reopened March 2019. Great pool, new spa, workout room, two tennis courts, new dinning room, rooms updated. Forget the old reviews, it is now one of the best. The only thing that didn't change is the great location, ideal to enjoy Antsirabe on foot."
493,Arotel,5,"Beautiful place, best service and clean"
494,Arotel,5,"Clean and nice room, friendly staff and good food at the restaurant"
495,Arotel,5,Excellence service and tasty food
496,Arotel,5,Great
497,Arotel,4," Clean room, bedding a bit hard. Poorly designed bathroom with incorrect taps. Relaxing, pleasant terrace. Perfect welcome. Well located close to the center."
498,Arotel,5,"(Translated by Google) Passing through Antsirabe, installed at Arotel = satisfaction at the rendezvous.
Comfortable room, although the cold seeps in .... Fortunately there is air …"
499,Arotel,4, Very restful
500,Bungalows des tropiques,5,"Amazing place to stay in Nosy-Be owned by a lovely and welcoming Malagasy French family with a little child. Very friendly and attending staff. Nice little pool, air-conditioned and spotless clean wooden bungalows. Great advices from the owners, who are always helpful and ready for a chat."
501,Bungalows des tropiques,5," Cahute typical nice, fully equipped, the manager and his team are very helpful, we had a very good stay"
502,Bungalows des tropiques,5," An address at the top bungalows are very well equipped comfortable! The attentive staff, very good cook near the beach madirokely. A great address in Nosy-Be."
506,JJ ET EUPHRASIE,5,"I really enjoyed Staying at JJ. It is a few minutes walk to the beach, a very quiet beach - but it might be the timing I am here and up a hill which means you can enjoy the full sunset. It’s magical. The food is fantastic, I didn’t eat …"
507,JJ ET EUPHRASIE,5,"Very beautiful new property, located on small hill, so nice wind flows through veranda. Great pool with sea view. Almost paradise."
508,JJ ET EUPHRASIE,4,"AMAZING PLACE!
We were warmly welcomed by the owners and the manager.
We felt very safe in their amazing lodge. …"
509,JJ ET EUPHRASIE,5,"Very pretty, elegant and good made place and rooms"
510,JJ ET EUPHRASIE,3,"This price is still under construction.
Weak wifi, no air conditioner and no signal on TV."
511,JJ ET EUPHRASIE,5,"(Translated by Google) A dream vacation spot on one of the most beautiful islands in the world.
The hospitality and the great service at JJ et Euphrasie convinced me and my …"
512,JJ ET EUPHRASIE,5," super paradisiacal places and especially the tranquility, a magnificent swimming pool with its sea view, a personal at the top, owner JJ with the small care, mickael and ronaldo with the reception super in the small"
513,JJ ET EUPHRASIE,5," We had a great stay at JJ and Euphrasia! The setting is beautiful, the staff is lovely and JJ is very welcoming, we learned a lot and advised on Nosy be! We highly recommend! Thank you for everything, bretons :)"
514,JJ ET EUPHRASIE,5, Thank you to Mickael for your welcome to this small Weekend to extend a great stay we will come back on seen the establishment soon
515,JJ ET EUPHRASIE,4, a heavenly setting a fantastic pool with a breathtaking view a very nice personal may (has a little misunderstand French) mickael very helpful nice to the small care of his client gives you good tip for nosy be his
521,Le Jardin de L'isle,5," I put 5 stars and highly recommend it to all vacationers. A perfect place for a holiday with family or as a couple or between friends ......, very interesting value for money, the lagoon 50m from the room, kitchen"
525,Le Jardin de L'isle,1, The owner is simply sour and absolutely unprofessional. She asks you to do more or less her job as a house manager and seems well overwhelmed by the rules of politeness and decorum. A shame that this address is so
526,Nature Lodge,4,"Extremely well organized Nature Lodge.... especially Nathan, the receptionist was very nice during the welcome and saw our tiredness and let us shower first before we have to do the whole check in procedure....he gave a lot of useful hints for our stay, not only in the Nature Lodge"
527,Nature Lodge,4,Wonderful bungelows located close to Antisiranana and the airport. The hotel has a nice restaurant area and terrace. The rooms are very well maintained and clean. There are dogs in the neighboring area which bark a lot which can be bothersome but overall the environment is very calm and beautiful
528,Nature Lodge,3," Mattresses hard ... bungalo sympathetic, wiffy little, pretty good food. The electric current is based only on the bungalo and things of a low consumption can be used. The food and good but you have to offer ATTENTION"
529,Nature Lodge,5," We spent only one night but the lodge, our room the location deserve, all very welcoming, super food and very nature environment, I recommend only flaw the use of the phone in the large bathroom at the reception but"
530,Nature Lodge,5, Super lodge with Europe standard large bungalows top friendly thank you very much
531,Nature Lodge,5, Beautiful lodge in the countryside overlooking the Bay of Diego. Beautiful bungalow with neat decoration.
532,Nature Lodge,4," We stopped for lunch, good food."
533,Nature Lodge,3," We lingered for lunch, quite good both meal, service, cleaning."
534,Nature Lodge,2," Only conditionally recommendable, the food is good and the bungalow nice. The beds are small and mattresses bad and it always blows a strong wind even at night and that is very loud. In addition, many dogs bark."
536,New Park Resort - Majunga,1,Good place. Prestations quality must be reviewed.
537,New Park Resort - Majunga,5,Very nice !
538,New Park Resort - Majunga,5,Cool
539,New Park Resort - Majunga,3, Can do better
540,New Park Resort - Majunga,1,"(Translated by Google) And one more star is too much money, dirty pool full of bugs with mold in the pool, cloudy water.
8000 Ar / person and we were 5 thrown out the window. For information there are …"
541,New Park Resort - Majunga,1," A large hotel that has no hot water is really disappointing, we are baratiner since our stay that tomorrow or tonight will be hot water but nothing!"
542,New Park Resort - Majunga,3, Correct location at the edge of the road
543,New Park Resort - Majunga,5, The owner and the staff are really friendly
544,New Park Resort - Majunga,5, It does not tell how it is
545,New Park Resort - Majunga,5, Nice place
546,Ylang hôtel,5,Very good
547,Ylang hôtel,5,We felt at home right from the start. It's a really cosy and beautiful place. Everything is very clean and the view is outstanding. Pascal is always up for a quick chat and is really happy to help organizing trips on nosy be and the …
548,Ylang hôtel,5,"A fantastic experience! The hotel is situated at the far end of a peaceful bay. 10 minutes with TukTuk from Madirokely and 20 minutes by taxi from Hell Ville, the Ylang Hotel is a good point to start exploring the island. The food is great …"
549,Ylang hôtel,5,"FOOD excellent !
NATURAL , not imported, few pesticides .
BAR ! :: …"
550,Ylang hôtel,3,Good ok Manager very friendly and helpful
551,Ylang hôtel,4,Beautiful!!
552,Ylang hôtel,4," Very nice experience, arrived late but the boss welcomed us with great sympathy. OK hotel! I recommend!"
553,Ylang hôtel,4,"(Translated by Google) The very cozy stay.
The beachfront location, swimming pool, very close boss treatment and rich breakfasts and meals. …"
554,Ylang hôtel,4,"(Translated by Google) We came with family (with 2 teenagers) to visit Nosy Be, and had a great time.
At the hotel, the welcome is very warm and family. It is well located, beautiful …"
555,Ylang hôtel,5," Lovely team around Pascal, the boss and his wife who fold in 4 to satisfy you and help. They are rich in good advice and their hotel at the water's edge is very nice and well located slightly behind. Keep going !"
556,Escalera Hôtel,5, Ex LAMBERT in the heart of Tana. This small charming hotel has been completely renovated with taste. The price of the rooms has been designed to be very affordable compared to the services offered; Shower and toilet
557,Sambatra Bed & Breakfast,5,Awesome food. Great service and very friendly owner and staf. A must go
558,Sambatra Bed & Breakfast,5,Superb...stunning staff...good Italian food...awesome vibe!
559,Sambatra Bed & Breakfast,5,Good food and ambiance! Wonderful views!
560,Sambatra Bed & Breakfast,5," At Sambatra the Penelope suite is my favorite, vintage decoration, designer bathroom, comfortable bed and impeccable cleanliness. Always fresh meat, fish and seafood, original dishes, great hygiene in the kitchen and"
561,Sambatra Bed & Breakfast,5,"(Translated by Google) Quality restaurant with choice and local products.
Comfortable rooms and magnificent views for sunsets and sunrises. …"
562,Sambatra Bed & Breakfast,5, Sambatra hotel is a wonderful place. A good restaurant. I invite you to visit it when you go to nosy be
563,Sambatra Bed & Breakfast,5," We come here for lunch every day when we have no excursion. Very nice restaurant, local and we eat very well. Also the view is beautiful, so if you are in a hotel not very far do not hesitate."
564,Sambatra Bed & Breakfast,5,"(Translated by Google) very friendly welcome
very good restaurant, personal
very effective. to discover …"
565,Sambatra Bed & Breakfast,4,"(Translated by Google) The intimacy of the place, its very pleasant and eccentric setting under which you will succumb under the spell.
I had the bungalow ""Ravinala"", certainly smaller, but functional just in front …"
566,Sambatra Bed & Breakfast,5," Small hotel, but no peace for people. Owners super. I recommend."
567,Hôtel Vahiny,5,"Perfect place for those who are seeking cheap, safe and clean stay. Staff can speak, French, English and Malagasy of course. Good restaurant and located near by HSBC bank which is good to have a bank some where near by your hotel to change …"
568,Hôtel Vahiny,5," Excellent hotel in the city center. Clean rooms, very friendly staff, cheap and with pool."
571,Lokanga Boutique Hotel,4,We had a fashion photo shoot in this vintage hotel. The rooms seemed comfortable and gave wonderful views over the capital at sunset
572,Lokanga Boutique Hotel,5,Beautiful place near to the most symbolic place of Antananarivo’s history. Nice house with an excellent panoramic view on the city. Having a drink and facing the sunset is just an amazing experience!
573,Lokanga Boutique Hotel,5,Beautiful rooms and super charming main area. The view of the city is the best! And the staff are all very friendly. I can’t wait to go back!
574,Lokanga Boutique Hotel,5,"Beautiful little 1930's boutique hotel with gorgeous rooms (only five of them) very helpful staff and a very nice lunch restaurant. Waking up here on our first day in Antananarivo, with this view over the city - was magical!"
575,Lokanga Boutique Hotel,5,Very high quality boutique hotel. So interesting and fun. I could have stayed a couple of days here.
576,Lokanga Boutique Hotel,4,Came here for a drink. The view of Tana is fantastic. A little issue with mosquitoes however.
577,Lokanga Boutique Hotel,5,"Best view in town, very good food, nice rooms, stylish interior , just perfect"
578,Lokanga Boutique Hotel,5,Super nice rooms with a view. Friendly staff. Don't miss it...
579,Lokanga Boutique Hotel,5,Food was amazing... And the view is worth it. Definitely worth a visit after your visit to the queens palace
580,Lokanga Boutique Hotel,5,The best view from coffe shop is sunset time
581,Les Flots Bleu,4,"The hotel is nice for what you pay. The beds are comfortable, it has hot water, the restaurant is reasonably priced etc. Its close to the airport and the airport shuttle is excellent. …"
582,Les Flots Bleu,4,"This was a nice hotel with pretty good accommodation. It was missing a few essentials such as shampoo, body soap, and conditioner. The shower was very warm but had very low pressure. Also, there is no free drinking water. You must buy …"
583,Les Flots Bleu,3,It's OK cleanliness and food quality in the restaurant.
584,Les Flots Bleu,5,nice place
585,Les Flots Bleu,4,Excellent hotel
586,Les Flots Bleu,5,"Super personnel et accueillant.
Hôtel parfait à 6 km de l'aéroport
Navette de transfert à l'aéroport."
587,Les Flots Bleu,5," A hotel allowing to take a break or a passage in a quiet and wooded setting. Favor comfortable rooms, which are larger and on the ground floor."
588,Les Flots Bleu,5, Very pretty
589,Les Flots Bleu,5, mlay be
590,Les Flots Bleu,5," Nice, quiet, clean hotel. Great restaurant with delicious cuisine. Large swimming pool."
591,L'Olympe du Bemaraha,4,"Hotel on top of a small hill gives nice view. It's really nice to swim, sunbath or dine at the restaurant terrace. Cheerful restaurant staff!! …"
592,L'Olympe du Bemaraha,3,"We were there at the end of the rainy season, before things really picked up, and this was the only place with water and electricity in Bekopaka. Pool was dirty and full of leaves. Common areas were nice. Food was pretty good. Staff were friendly. Has a cloths/craft shop. Bungalows were only ""OK""."
593,L'Olympe du Bemaraha,1,"This place advertises that you can use credit cards, but when you arrive they only accept cash. Service and food was terrible. I only gave it 1 star because there was no option for zero or half a star. If you end up here, only opt for the …"
594,L'Olympe du Bemaraha,5,"Beautiful location in a vast garden, pool, good food, nice bungalows with terrace , very good place"
595,L'Olympe du Bemaraha,1,"Worst experience staying here (travelled Madagascar for 12 days). Booked twin share bungalow and the toilet seat broken and unusable, shower leaking yet had almost no water pressure! Staff really rude and just gave excuses without …"
596,L'Olympe du Bemaraha,5,nice place!
597,L'Olympe du Bemaraha,4,Good
598,L'Olympe du Bemaraha,5, The hotel is very charming and the staff very attentive. The room was immaculate and the meals really good.
599,L'Olympe du Bemaraha,4,"(Translated by Google) The complex is beautiful and the pool looked great - unfortunately we couldn't use it due to lack of time.
The staff was really nice. …"
600,L'Olympe du Bemaraha,3, We strongly recommend that you take a Bungalow. In fact we could stay in both a duplex and a bungalow and notice the difference. In the duplex we found frogs in the bathroom and we could hear the neighbors talking.
601,Tsanga Tsanga Hotel,5,"very pleasant stay close to the center of Antananarivo with shops and bars close by, nice rooms and friendly staff, highly recommended;"
602,Tsanga Tsanga Hotel,5,"(Translated by Google) Clean and cozy rooms. Friendly and helpful staff, present even in the middle of the night. Private security service at the entrance.
From the roof terrace you can enjoy a splendid view of the city. …"
603,Tsanga Tsanga Hotel,5," Impeccable rooms, smiling service. Enjoy the rooftop!"
608,MERCURE HOTEL ALAROBIA,5,"Very friendly staff, the food is as good as the place. We enjoyed especially the French cuisine"
609,Le Jardin d'Eden Nosy Be,1," the boss is very rude don't stay here, the houses are too hot, and too dirty"
610,Le Jardin d'Eden Nosy Be,4," A family level management by African standards can be said that a clean place there is a shower sink abundantly water. Fans, TV fridge, wifi and if the current goes away there is also a generator that always"
611,Le Jardin d'Eden Nosy Be,5," Very good stay at the Garden of Eden. Patrice, the owner, is very welcoming and attentive to his guests. The bungalows and houses are very well appointed with all comfort and private bathrooms. The Garden is beautiful"
612,Le Jardin d'Eden Nosy Be,4, A surprise to discover you will not be disappointed
613,Le Jardin d'Eden Nosy Be,4, A very nice place manageable and peaceful
617,Palm Rouge - Villa Autriche,5," As always, very entertaining and familiar, a place to relax"
618,Palm Rouge - Villa Autriche,4," Nice place, maybe at night in little 'far from life Ambatouloka"
619,Palm Rouge - Villa Autriche,4, Lovely place at competitive prices
624,le Chat'o Park Hotel,4,"Nice room with decent shower. No net or fixings for one, despite a few mosquitoes in the room. Very close to airport. We did advise arrival time when we booked but the reception was closed for the night and they didn't seem to be expecting …"
625,le Chat'o Park Hotel,5,My husband and I stayed at this hotel for 10 days and we had an excellent experience!! The owners are super nice and always eager to help. The hotel staff were always friendly and with a smile on their face which reflects the personal …
626,le Chat'o Park Hotel,4,"I previously rated this place with 2 stars, because it was for large groups only. But again things have changed and families can stop by and enjoy the day with bounce houses and food. ⁹"
627,le Chat'o Park Hotel,5,"Great local close to the airport, staff and the owner are so nice and helpful! Perfect for a stopover. Georg"
628,le Chat'o Park Hotel,3,The hotel is ok to spend a night or two. If you are on transit then it'll be a good option since it is 5 minutes from the airport.
629,le Chat'o Park Hotel,3,"Pretty far out, and they don’t serve food all day. Which is a pain. Attentive staff and clean rooms. WiFi is a little dodgy."
630,le Chat'o Park Hotel,4,Nice place for a weekend with your children.
631,le Chat'o Park Hotel,4,"Recommended place, just 1km to airport"
632,le Chat'o Park Hotel,4,Peaceful retreat.
633,le Chat'o Park Hotel,4,"Les personnels sont chaleureux et serviables. Le cadre sympathique et calme, qualité/prix un peu cher à mon goût mais ça va"
634,Hotel Les Paillottes de Babaomby,5,right on a huge amazing kite spot. the rustic wooden bungalows are great. the staff super helpful and friendly and the food is fantastic.
635,Hotel Les Paillottes de Babaomby,5,"This is a unique spot!
After arriving with the boat crossing the incredible Mer d’Emeraude you’ll find an atmosphere of peace and relaxation. …"
636,Hotel Les Paillottes de Babaomby,5,"Very nicely done rooms, clean, solar powered electricity with a backup, pool, gorgeous view, super nice staff and owner"
637,Hotel Les Paillottes de Babaomby,5,"Amazing kitespot, very nice staff and lovely lodge."
638,Hotel Les Paillottes de Babaomby,1,Very rude stuff.
639,Hotel Les Paillottes de Babaomby,5,"(Translated by Google) I wanted to thank you for the stay we spent at Les Paillottes.
Thank you to you, Francois, for your welcome and your hospitality. …"
640,Hotel Les Paillottes de Babaomby,4, To kite and the place is beautiful
641,Hotel Les Paillottes de Babaomby,5, Idyllic place to practice kitesurfing and disconnect. Staff and owner very attentive and friendly. Excellent food Higher prices compared with Sakalava.
642,Hotel Les Paillottes de Babaomby,5," Remarkable, excellent location for the Kite"
644,Le Prince,1,"The resort itself is basic but comfortable, clean, however if you are departing early, do not agree to have packed breakfast. While the cooked breakfast we had (paid for)was nice, they saved a lot on the packed one! It was DRY BREAD AND …"
645,Le Prince,5,"Nice place, nice people. Like the room. The food is good too!"
646,Le Prince,4,"Good food, special room."
647,Le Prince,5," Impressive view, spacious bungalow, 24h electricity, hot water, Wi-Fi. Delicious meals, welcoming and smiling team"
648,Le Prince,1,"(Translated by Google) Positive sides:
Beach and wonderful location ... beautiful sea
Negative sides: …"
649,Le Prince,3," Nice place, normal food. Rooms ok but with salted hot water but always available and even hot. There is no opening window in the bathroom. Other windows with mosquito net."
650,Le Prince,5, A beautiful place by the sea with a white sandy beach and turquoise sea that invites you to swim and laze. The boss and the staff is competent and very friendly. The rooms good and also priced okay. Excellent kitchen!
651,Le Prince,4,"(Translated by Google) I stayed here in 2006, beautiful place, accommodation in cabins by the sea. Spartan accommodations but good by local standards.
Recommended …"
652,Le Prince,5," To be in Madagascar it is a good hotel, the owner is very hospitable, the staff is nice, a large beach is available. Unfortunately, and I believe it is culture, maintenance leaves something to be desired. There is"
653,Le Prince,2, Low value for money. Improvable cleaning One of the few hotels in which we were doing two nights and the second one was changed because they had made the reservation wrong.
654,Le royal Sakalava,2,I had to spend two nights at this well located hotel. The restaurant staff is so friendly and efficient but we had the bad experience that bag carrier was too pushy till our departure. The lady owner was not so friendly and showed like we bothered her. Sad compares to the beautiful place where they are located.
655,Le royal Sakalava,5,"Amazing food, amazing people"
656,Le royal Sakalava,3,"Very nice atmosphere, good service, wonderful food and cooked to perfection. Ideal for couples or families."
657,Le royal Sakalava,5," Great welcome, beautiful setting, the children are in heaven. Our thanks for the whole team."
658,Le royal Sakalava,4, The sea is beautiful and the rooms are beautiful. However reception staff sometimes are not ready to meet all customer needs. All in all though it is a good hotel.
659,Le royal Sakalava,4, Superb location for this hotel right on the water. Restaurant with large terrace. Very pleasant entertainment during dinners with orchestra and Malagasy dancers
