,review,rating,sentiment
1849,"Bungalows were clean and modern and the pool area was beautiful. There’s limited views of the bay, as the trees have grown in but still nice. It’s about a 5 min ride to town. Restaurant is one of the only ones open on Sundays in Diego Suarez.",4,1
1850,I have had really best time in my life there. very quiet friendly atmosphere food was superb too. loved to stay one of the bungalow but didn't. I will do if I had chance to go there again.,4,1
1851,Correct,3,0
1852," We regret that this place is so poorly maintained, while the setting could be quite magical: no reception, welcomed by chickens and various short-range animals, and through the garages.",1,0
1853,"(Translated by Google) Quality hotel and restaurant. Accommodation possible in bungalows with equipped kitchens.
The restaurant offers a lot of fish and seafood dishes and wood-fired pizzas. …",4,1
1854," Well located hotel, large and comfortable room, all amenities (we really appreciated the fridge!), The menu of dishes is varied, the staff are attentive and smiling.",5,1
1855," Excellent stay, very pleasant and attentive staff, excellent location, very quiet. Thanks to the owner for all. Highly recommended address",5,1
1856," Hotel run by a Franco-Malagasy couple very well placed, calm and relaxing. Fully equipped rooms, good restaurant but not enough Malagasy dishes, too bad.",5,1
1857," Very nice hotel, clean and well located. Pool, nice well maintained bungalows. Staff smiling, available and very friendly. Family customers. A very good table with an unbeatable value for money.",5,1
1858,"(Translated by Google) Very good stay
Clean bungalow of good size and good comfort (bathroom, kitchen, sofa area)
We eat well …",5,1
1859, An exceptional price ratio. A studio for the price of a room,5,1
1860,"(Translated by Google) After several phone calls over 2 days, I have someone answer me:
""I'm busy, very busy, so I can't take you !!!"" …",1,0
1861, Fabulous,5,1
1862,"(Translated by Google) I have rarely seen such a warm welcome!
A beautiful, clean, and beautiful property!
A place where life is good, Lalla and his son are just a good example for all …",5,1
1863," places, quiet, clean, very pretty, comfortable, spacious, welcoming, we eat well and sleep well, very affordable price seen the excellent delivery and tranquility ensure",5,1
1864,"Location number one.
Great welcome
Beautiful place …",5,1
1865,"(Translated by Google) Just slept one night in the large room with terrace, very good performance.
Direct access to the beach. …",4,1
1866," Be careful, it's not Jean anymore. Average reception, questionable cleanliness, quick cleaning, no TV. Value for money? ... a little expensive for the services. And do not ask for a detergent it will cost you no less",2,0
1867,"Good large clean and quiet rooms with very helpful staff.
Stayed with my Malagasy wife February 2020.
All staff were very helpful. …",5,1
1868,"Good hotel
Nice rooms and restaurants also good
Near to the beach
Inexpensive",5,1
1869,"Great hotel, clean spacious rooms. Comfortable bed and hot shower.",4,1
1870,"Good place. Alltought the cleaning lady and the door guy are the friendliest person. Receptionist, restaurant staff very grumpy",4,1
1871,"This hotel has one of the best restaurants in Tamatave. Whenever you are in Tamatave, make it a point to taste the cuisine at Java Hotel.",4,1
1872,Best value for the money hotel.,3,0
1873,Nice location and good room,3,0
1874,Decent hotel with good value for money rooms.,4,1
1875,Fine position and normal service,2,0
1876,quite nice hotel but not too cheap,3,0
1877, Charming hotel by the water. Very good for holidays. The staff is nice. Regular power outage ... but country specific. The island is quiet and magical landscape. Small hotel which makes the atmosphere intimate.,4,1
1878,"(Translated by Google) Home very well
Pool sea view
Excellent meals …",5,1
1884,"Nice room and staff, but hot water not always working, the air conditioning is not working well and their break is not the best around",1,0
1885,I only stayed here briefly on my way to Sainte Marie. But the room was big and clean and a the service was outstanding. I arrived at 9pm...tired after a long day on the road. I had to get up at 4am to get the next bus and was offered breakfast at 3:30am!! . I would definitely stay here again.,5,1
1886,"Nice clean room with fridge, ac and fan. Staff professional and service was smooth. Bit expensive compared to other places we've stayed in Madagascar but not a bad place to spend a night by any means!",4,1
1887,A great hotel in the heart of Tomasina. Very good service and friendly staff.,5,1
1888,"Rooms good for the area. Restaurant were very OLD French silly rules. We missed lunch by arriving 2.15 and had to go elsewhere as they could do anything for us. We wanted help arranging transportation hire and received no help. Again, being sent outside to fend for ourselves.",3,0
1889,"Nice hotel in Toamasina, well located, comfortable",4,1
1890,"The way you will view this hotel is directly related to your expectations and your circumstances. In relation to other hotels in Madagascar, this hotel would be above average with some modern amenities not available elsewhere in the …",4,1
1891,"Beautiful place, beautiful staff 😍😍😍",5,1
1892," A good hotel in a good location, the rooms are very comfortable",5,1
1893," Awful welcome !!! There was only one table occupied by 2 customers, but the person who received us immediately warned us that there would be a lot of waiting because it is ""already occupied"" !!!",1,0
1894,"Not recommended. Bad amenities, slow & unreliable wifi, no heater & blanket, the worst experience is no consistent tariff charging, changing tariff @ checkout",1,0
1895,"Quiet place, 20min drive from the airport. If you take the taxi from the airport, it's gonna be difficult to find the place because you have to take small roads to get there. The breakfast is very expensive for what it is.",2,0
1896," Disrespectful owner and poor service (request to take your garbage with you, WiFi not working, not very pleasant response from staff ...)",1,0
1897," The surroundings are nonexistent, the meals are very passable and the staff not very pleasant. The rooms are clean on the other hand, everything is fine on that side.",2,0
1903,Clean and safe,5,1
1904,Basic really. Don't expect much in this hotel. Adjust your expectation towards a backpack,2,0
1905,"A nice hotel, friendly stuff, clean and quiet environment and good balcony.",3,0
1906," Reception a little perfectible at the reception, but impeccable room, and the breakfast a varied choice, excellent. Very good rates! Validated!",5,1
1907, Rude as a service by the manager at the restaurant and the night receptionist.,1,0
1909,Very beautiful one place for past pleasant one stays...,4,1
1910,Nice pool,5,1
1911,"(Translated by Google) The detail kills.
The hotel is called Samirah hotel now.
Put a suggestion box at the front desk, you will never be the critics if you …",3,0
1912," Hotel with a lot of potential and good family. More adequate training of staff is needed. The latter is very kind, but lacks rigor and professionalism. Very close to the beach. Family bungalow very big and nice. You",3,0
1913," Nice stay with the whole team. I had a truly unforgettable family holiday, my wife and kids congratulated me on the choice of hotel, with a very regular cleanliness. Thank you for your wonderful welcome to the entire",4,1
1914," Very good hotel, friendly staff, friendly and available. The children enjoyed themselves immensely. We eat well. Small suggestion, add a microwave in the villas with kitchen, very practical especially for heating",4,1
1915," I strongly advise against catering. Waiting time really too long, almost an hour and a half of waiting between the starter and the main course.",1,0
1916,"(Translated by Google) Unprofessional welcome, absent staff.
We stayed in the villa:
Shower blocked on arrival. …",1,0
1917, Pleasant place near the sea and the red and quiet circus,4,1
1918, bad breakfast,3,0
1919,"Although we were in another hotel, we spent all our time at Analatsara. The owner and staff were very friendly and hospitable. The food was amazing and the owner always had a lot of proposals and nice surprises. Highly recommend.",5,1
1920,Great place but service was slow and food was mediocre,3,0
1921,"mold in bed when we checked in, got an extra bed to sleep on we chose to just sleep where 1 night had booked in more, damp in the whole cottage, it was really disgusting there.",1,0
1922," An unforgettable stay at Jean-Pierre who is a generous man and close to his customers. Very nice Christmas party organized. A beautiful location at the end of the island with mats, bungalows facing the sea, a",5,1
1923," Strongly not recommended for those who want to eat on time and well, for those who want to be a respected customer, for those who require a minimum of professionalism ... The boss only gets drunk without worrying",1,0
1924," Nadia'ou ... the best Malagasy cook of subway dishes with local products !!! I ate my best foie gras and I do not speak of the rest, there is not enough room here! All the staff, kind and admirable ... Great souvenir",5,1
1925, Bed and breakfast tables very warm bed. Kitchen very fine. Personal very friendly and welcoming. friendly owner who loves to share the love of his island. magical place. If you are looking for heaven on earth come to,5,1
1926," Luxure, calm and voluptuousness ... Here, everything is only carved woodwork, quality dishes, and views of the sacred rocks ...",5,1
1929,Has bed in a dorm for 7 euro. Not far from Atms and supermarkets. Bus to downtown or airport 600Ar.,3,0
1930,its litty! 100%,5,1
1931," Close to airport, very friendly welcome. Big room. I arrived at night at 1:00 am, I received a friendly welcome, breakfast is tasty, lunch and dinner on request. Very homey atmosphere. I had a super stay here twice.",5,1
1932," A big thank you to the NY Telomiova bed and breakfast for this nice stay in a quiet and relaxed place: All we needed. It was like being in Tana. And above all, thank you to the manager for her warm welcome.",4,1
1933," Exciting hosts, large room with beautiful bathroom. I absolutely recommend",4,1
1938,"Ujj no v dru EDT
i.BGB h ftf DFV EDFnn CDXxf DC ed ad QC",2,0
1939," Very well kept, very good value for money",5,1
1940," Room 104 very spacious, very clean, like new TV with French-speaking channels, very good bedding, WiFi. Breakfast possible. European quality at a very affordable price I paid 80,000 during the hanging period! 7",5,1
1941, I find that the hotel is not secure I put my money in comfort (2000000ar) I stole you (700000ar) following that the boss gave me the stay despite this I lost the money,2,0
1942,"(Translated by Google) Hotel not too far from the city center.
Three stars (African rating)
Very poor reception staff more zealous in making passport photocopies than in …",2,0
1943," Pleasant welcome, good benefits, impeccable hygiene, we are only in a standard 3 stars (African) but nothing is forgotten,",5,1
1944," Right hotel, great location, although not in the center, to emphasize the efficiency of the girls at the reception",4,1
1945," Super clean rooms at an affordable price just 100m from the center and its main street, rue Colbert. A spacious bathroom and always clean. Real bedding is not often the case in Diego. A warm and friendly welcome with",5,1
1946, Clean and quiet,4,1
1947, victory is assured,4,1
1948,"Pros: family hotel, cozy and safe. Good breakfast and dinner. Well located and cheap (family room for 5 persons 30€). Clean. …",4,1
1949,Very cute place. Nice and clean. Lovely staff ❤,4,1
1950,"Nice and clean hotel with a extremely nice staff. 5 stars, would drink a beer and chat with the nice hostess again.",5,1
1951,"Nice clean rooms, great value for money!",5,1
1952,"Great hotel, friendly staff, good breakfast.",5,1
1953,"Confident Hotel, Cool",4,1
1954," Large rooms with the necessary amenities, without television. Room ok. Very good food, attentive waiters with customers. There is internet. I recommend the hotel.",4,1
1955," The hotel was nice, clean and the zeb steak on the green pepper sauce was delicious.",4,1
1956, Pleasant staff. Cozy rooms. Great restaurant. Great price. Cozy and nice. Very good internet !! Clean and tidy. We are happy to stay here again !!! 👍👍👍😛,5,1
1957,"(Translated by Google) There is a good quality price relation.
The reception is managed by charming girls, always smiling and ready to help with whatever you need, excellent customer service. …",5,1
1958,"I stayed a few times to H1 and it is exceptional, not far from the main boulevard, not far from the sea but still quiet enough for you to rest if that is what you would want to do.
the quality/prices cannot be beaten",4,1
1959,it was a resting point for arriving to Sainte Marie. The rooms are not bad but the restaurant is not so good,3,0
1960,"Budget hotel, near to cotisse and shops... Good experience...",4,1
1961, Excellent establishment friendly staff all staff are at the top and very friendly air-conditioned rooms are ok. catering: large selection fresh products and congratulations to the chef who cooks very well nothing to,5,1
1962, Very good hotel and restaurant. Very nice team,5,1
1963, Small clean hotel staff welcoming and smiling and speaks good French.,3,0
1964,"(Translated by Google) Great hotel 🏠🏠in city center very welcome
Clean rooms 🛏
Smiling staff …",4,1
1965," Price a little high but very comfortable room. WiFi fast, air conditioning and hot shower against no mosquito net. The restaurant is pretty good with decent prices. Not far from the resort cotisse.",5,1
1966," Good reception, downtown and quiet",5,1
1967,"(Translated by Google) Hotel in the city center
Very smiling people
Very clean …",4,1
1968,I love this Chinese restaurant ! I love their food. Had so much fun with my pals and the staff is friendly and nice. 🥗🧆🍚🍜🍲,4,1
1969,great hotel for my pet monkey,5,1
1970,It's a nice hotel but the location is untrustworthy.,4,1
1971," The restoration is mainly Chinese, rooms where the wifi does not work. The setting of the hotel is good. The staff is very friendly!",3,0
1972," 3 star hotel. Owned by a Chinese, the standard rooms at this property are small. Television with just 4 channels including one Chinese. Mini bar, which does not work, with just small bottles of water and 2 sodas. At",3,0
1973," good, clean but small room and very high window, very good service.",4,1
1974," The hotel is clean and tidy, the geographical environment is good, the dining is good, and it is in the middle of Cantonese cuisine.",4,1
1975," Stayed 2 nights in this Chinese hotel at the end of September 2016 by Air Maybe because of usual roadstead on their part Breakfast rather poor, decent dishes at dinner Standard double room relatively small, few TV",3,0
1976, Chinese restaurant,1,0
1979,Correct,3,0
1980," Heartwarming welcome. Nice restaurant with a nice wine list, around the pool. Without forgetting the musical dinner on Friday",5,1
1981, Nice table around the pool with a wine list. Good time spent with friends listening to the sweet melody of Friday night ... I recommend it,5,1
1982, Remarkable and warm welcome <br/> Friendly restaurant dedicated staff <br/> Comfortable room,4,1
1983,"(Translated by Google) The breakfast is very rich. Very refined dish, especially the zebu filet. Mmmmmm ..... A TRUE DELICE ...
At the edge of the pool and more! …",5,1
1984,"(Translated by Google) Located in the center of Majunga, in a beautiful setting, easy and secure parking.
Friendly staff, large, functional and very comfortable rooms .... One negative …",5,1
1985,"(Translated by Google) Restaurant to recommend
Friendly setting and nice service!
The fruit platter is excellent. …",5,1
1986,"(Translated by Google) Very warm welcome when we arrived by the staff. The room is nice and clean.
Lack of deckchairs at the pool especially at peak times and the restaurant …",3,0
1987," Great table in the city center, great food. I strongly advise and especially do not miss the musical dinner on Friday",5,1
1988," Despite a general state of aging, the biggest favorite of Coco Lodge is its staff: a big thank you to Ms. Suzanne, Minah and Dinah and all the smiles and attentions that made our stay special . The food is also",4,1
1990,"Central setting in town, great for business trips. Rooms are very neat and spacious. Little coffee shop down stairs sells delicious cakes",4,1
1991,"Comfortable rooms. Poor restaurant, not a lot to choose from. No other activities, no pool. Have billiards table, without balls. If you stay over for only a day or 2, it is worth it.",3,0
1992,Neat and clean hotel with aircon in the rooms. Friendly staff and coffee shop.,5,1
1993,Nice clean modern room with a great bed and good shower. The staff are friendly and dinner was ok. The balcony door has no screen and no mosquito net is provided so we got mauled in our sleep. The breakfast was average.,3,0
1994,"Nice hôtel located close to downtown, with kind staff, a beautiful building, and a nice meeting room.",5,1
1995,Spacious room with exceptional comfort. Very good restaurant and nice small garden.,5,1
1996,Great staff and serene place!,4,1
1997,"Central setting in town, great for business trips. Rooms are very neat and spacious. Little coffee shop down stairs sells delicious cakes.",4,1
1998,"If you stay in town, this is as good as it gets.",4,1
1999,Best I've seen in Madagascar.,5,1
2000,"Food, sport, music, meetings, cars, bed and breakfast, all in one place",4,1
2001,"Neat and clean, very friendly staff. Wonderful restaurant, fine food. Stay was perfect.",5,1
2002,"To say I was pleased with my stay here would be an understatement. From the time I arrived to the day of my departure, the staff went out of their way to make sure that I was enjoying my stay. The hotel itself is beautiful and the restaurant is amazing. I will definitely be returning here for my next visit.",5,1
2003,I stayed in this hotel during my first visit to Madagascar. Hotel location is very good as its very close to shopping centers and restaurants.Hotel staff is very helpful.Big and clean room.,5,1
2004,"Mosquito infested hotel! Rooms itself are quite good, for Tana obviously. But beware of the mosquitos and location is quite far out.",2,0
2005,"I liked the place. Rooms are clean, staff is friendly",4,1
2006,Nice place...has a gym and swimming pool,3,0
2007,Nice hotel with good services.,4,1
2008,Amazing restaurant and fantastic staff in a country where there are barriers for any business to provide the very high quality sometimes found in other countries.,4,1
2009,Not a bad place but the price is on the high side in comparison to the service,3,0
2010," Shabby hotel, electrical outlets just above the shower, the water heater just above the poorly attached cs, hotel at 40 euro too expensive for this hotel, I recommend A&C with ovation at 38 euro much more comfortable,",1,0
2014,Very good,3,0
2015," Hotel complex located between the city and the airport. An exotic setting with a superb garden, spacious and well-equipped rooms. Staff available",5,1
2016, Little better to do,3,0
2017, Just wonderful,5,1
2018, Very nice view on the window!,4,1
2019, Super Beautiful,5,1
2032," Very correct establishment to be ready from the airport. Not too many common areas, like a small lounge, too bad. Very nice owner. Hearty breakfast extra for 2 €.",4,1
2034,"Quiet, beautiful setting.",4,1
2035,Relax in the wild...,4,1
2036," We have just returned from an excellent stay at the Hotel Nautile. We greatly appreciated the welcome and kindness of André, who went out of his way to accommodate our requests and advise us on all things to see. We",4,1
2037," André greeted us very well, a little expensive for average location, but keep a good memory!",4,1
2038,"(Translated by Google) Ideal location between the city center and the edge of the island.
The boss of the hotel is just very nice and pampering. …",5,1
2040, Nice place with its delicious pizza at Helena's,5,1
2041," We spent a night in this hotel. The welcome is very warm, the bungalow is very comfortable, prope and excellent value for money. Finally the meal was excellent too and the breakfast. The view is breathtaking. In short",5,1
2043,"The place looks correct at first sight, but is quickly clear that managment isn't pro and lot of limit can be caused by the lack of care about problems concerning rooms issues like a broken tab etc... …",2,0
2045,"A fantastic place to stay in the island. Secluded place wih prestine bungalows, unbeatable service and absolutely amazing food, all by Albert and his team.
Also, the beautiful beach with possible swimming (at least water to the hips at …",5,1
2046,"The staff was welcoming, the food was delicious and the location couldn't be better.",4,1
2047,Nice beach...,5,1
2048," We were received and pampered by Albert's team as king and queen. Concrete is not annoying, not at all! the place is idyllic and magical",4,1
2049, A nice welcome and personal care. Very good food too.,4,1
2050, Beautiful beach side bungalows: ok if you like concrete ...,3,0
2053, I loved,5,1
2054," Very nice establishment correct price, serious staff, very good comfort, easy to access, I recommend",5,1
2055," Quiet hotel, very nice pool and a well-equipped gym",4,1
2056, I love,4,1
2062," Room and bathroom top limit luxurious, lack elements to make a very nice hotel. Unfinished work, can be dangerous with children",3,0
2063,I was looking for peace! I found it at BG Tours!,5,1
2064,"(Translated by Google) Unimaginable domain, so close to Tana, a paradise! The owners are great, friendly, helpful and attentive to customers.
Very comfortable cottage, very well thought out and equipped, very pleasant view …",5,1
2065, Mr G and Mrs B are very friendly people and are concerned about the environment. They have their own vegetable garden; they reuse rainwater and homemade rolls ... to chew. The most is that the whole place is,5,1
2068,"The place looks nice, clean, and modern. The food was okay",3,0
2069," A boss who takes care of his customers, accommodating, welcoming + quality cuisine in an adorable setting. Sweet price",5,1
2070,Air condition Double room with own bathroom. Free wifi. 60.000Ar,3,0
2073,"cheap and clean hotel in tulear. bungalows are in concreate walls: electricity, hot water all day long and a good wifi reachable from the bungalow makes life easy. the owner Davide is friendly and supportive, he gave us directions. this hotel has a small kitchen with few tables and we had a good breakfast. strongly suggested",4,1
2074,"(Translated by Google) A perfect place to spend a good holiday .. adorable bungalows and a staff to care for you.
No complaints really i recommend .. …",5,1
2075, not bad,3,0
2076, Excellent rooms in the price abordabile,5,1
2080,"Owner of property asked me to leave & check in another hotel. He called police, and went with me to police station, while the young man working with him kept threatening me that they would put me in jail. All because I was listening to …",1,0
2081,"Warm welcome
Dinner excellent home cooked food
Owners very friendly and helpfull",5,1
2082," Quiet place away from the hustle and bustle of the city center. Comfortable rooms, and quality bedding with views overlooking the city of Tana. Hot water in the bathroom. The cold welcome of the owner quickly replaced",4,1
69, Very good food.,4,1
108, Places near the airport.,4,1
114,"Personnel : 3,Équipements: 1,Propreté: 2,Confort: 2,Rapport qualité/prix: 1,Situation géographique: 3",5,1
218,"Disaster. Minor prostitutes going in and out. Travel agency inside the hotel scammed us 300€.
I have travelled 60 countries in my life. Never encountered something this bad.",1,0
219," I have been a client for a long time and instead of improving in the thread of time, it just gets worse! The service is disappointing, the restaurant closed as well. I had made a reservation 3 weeks before and once I",1,0
224,old room and no wifi access,2,0
225,Small room,2,0
258," Superb setting, but very unpleasant staff. Not sympathetic. The price is expensive, the kitchen is just dirty ... I do not recommend",1,0
266, I highly recommend,4,1
272,"(Translated by Google) Great staff and welcoming.
Perfect hotel 6 km from the airport
Shuttle transfer to the airport. …",5,1
343," I was not informed that the results of the tests made on arrival of my plane had been published. If I hadn't been warned by friends who were on the plane with me but in another hotel in containment, I would have had",1,0
386," Great, simple, inexpensive little hotel on Madirokely beach. The bedrooms and bathrooms are clean and spacious. There is a small restaurant / bar. The deck is ideal for cocktails at sunset. We loved the little oysters",5,1
387," My favorite hotel B&B in Madirokely Beach Nosy Be! I like the place, nice, small, cozy, cheap and friendly. Also for a vegetarian and healthy lunch or a sundowner, I highly recommend! You can't miss it. Sophie is a",5,1
388,"Excellent accueil chez Senga !!! Tout est mis en œuvre pour passer le meilleur des séjours : la vue, la déco, la cuisine, le confort.
En plus, le personnel est aux petits soins et s'engage à vous faire passer un séjour des plus paisibles. Merci à toute l'équipe nous reviendrons vite vous voir !!!!",5,1
389,"Nous avons passé un super séjour, tout était parfait! L emplacement, la plage, l hôtel et surtout le personnel adorable… Des vacances au top dans un lieu magnifique! Je recommande +++",5,1
406, The food is good and prices are reasonable,5,1
462,"No road access
Not much choices on food",1,0
463, Negative point does not accept credit cards,1,0
466," We are Belvedere hotel, very simple and a little spartan but clean, friendly staff. they do not accept credit cards so take local currency",3,0
467, Well placed in Tana do not hesitate to go out at night for dinner very good restaurants.,3,0
517, Good rooms but a bit out of the way,3,0
542, No,1,0
573, Simple and dirty besides Caro!,1,0
580," Very divided opinion. Nothing to say about bedding and cleanliness. Daily cleaning, attentive staff.Very reasonable price between 62,000 and 72,000 Ar per night with air conditioning.",3,0
581," Charming hotel well placed facing the bay of Diego, friendly staff",3,0
582," Very nice hotel, I recommend it",3,0
595,modern with pool in middle of town...,4,1
596,"Lovely place, staff is absolutely friendly and helpful. Really good service. Food is delicious. Close to manakara rail station, and 30 min walking distance to the beach. Surrounded by local minishops",5,1
597,"Really very nice hotel at such a location in Madagascar. Everything is very perfect. Room, bathroom, water pressure, hot water, WiFi, cleanliness, wifi speed, , restaurant food quality...awesome",5,1
598," An oasis of hotel, good food, swimming pool somewhat cloudy due to rain but fantastic to remove heat and a very close treatment by the staff, recommended 200%.",5,1
638, Pay very close attention to the well-organized and conspicuous flights in this establishment that can even happen during your sleep in the middle of the night! We have unfortunately paid the price and not for a,1,0
639,Expensive for the service,2,0
640," Nice, neat",3,0
642, Very welcome and excellent staff friendliness,4,1
643, A family place.,4,1
644," clean, super staff",4,1
658,"Spacious rooms, excellent bakery & friendly, helpful staff.",4,1
659,"The location is not the best in Ft. Dauphin as it is not on the water (but can be viewed from a few rooms). The rooms are also very dated, and the food average. They do however have multiple excursions running out of the hotel, and it is a …",4,1
660,"You get your Coffee ""to go"" (2000 Ar) in a old / used plastic water bottle. - I like it... :)",5,1
661,Lovely destination business and pleasure 😍,5,1
662,Best hotel in FD,4,1
663,"Okay to stay but for vegitarian, a very big problem.",3,0
664," Large suite very comfortable, but toilet leakage problem, no pressure for the shower. Cuisine, nothing special compared to other restaurants. Bakery and ice cream vendor on the ground floor very convenient for snacks",2,0
665," Need fresh, beautiful structure but the hotel needs renovation.",2,0
666,"(Translated by Google) Minimum needed!
I would give 5 stars only for the staff, very helpful, always with a smile, a wonderful thing! …",3,0
667," Large room 👍, 3 star hotel.",4,1
689," Problem in the room did not work the light or the TV. Very bad restaurant, 1 hour and 30 minutes x serve the first dish, blackberry",1,0
690,"(Translated by Google) Nothing to say about the rooms
The restaurant service was very poorly organized and you had to wait a very long time to be served. …",2,0
691," I was almost drowned, but the meat is delicious",3,0
692,💓💓💓💓💓,4,1
694,Very nice and they accept paying by VISA cards.,5,1
695,nice,5,1
696,"(Translated by Google) Real class air conditioning hot water and refrigerator everything works
Food good, very satisfied. …",5,1
708," No positive report, only bad. If you want to lose your money and your well being at madagaskar, then you can go to yolande. Otherwise, you'll have everything at the nicest nosy komba, save at yolande's. No security",1,0
709,"(Translated by Google) Not op met ""geveinsde"" vriendelijkheid !!!
Ik werd BESTOLEN door insiders van de accommodatie. Na aangifte bij politie bleek said reeds MEERDERE malen te zijn voorgevallen bij chez yolande. De politie in …",1,0
712," The 4 huts at the water's edge are very nice and comfortable. Other accommodations are to be avoided because without charms. We stayed there for 15 days in 2017. Back in 2018, it got a bit old. .. the problem is the",2,0
714,-,5,1
775,"This is a very pleasant location on a lake. The room was neat and comfortable. Like most accommodation options in Mada, run the hot water in the shower as soon as you get into your room to check if you actually have any! Or enjoy a cold shower on you're first night",3,0
776,Good hotel. Kind people.,5,1
777,Clean and quite place. Reception can manage english talking.,5,1
778, Clean and tidy houses.,5,1
779,"(Translated by Google) Hotel and restaurant with rooms or bungalows. The hotel is clean and tidy.
Comfortable bungalow, located in a garden. Breakfast served in the park by the …",4,1
780," It is a nice hotel, just a bit vague. It is all very large, for example, few tables in the restaurant, which gives you a very empty feeling. There is no wifi in the bungalows, so you have to go to the lobby for wifi.",4,1
781," In itself very nice and quiet location outside the city. Supermarket within a few minutes drive. The bungalow also has a fridge. However, the sheets were torn, there was no Wi-Fi in the bungalows - only at the front",1,0
782," nice hotel, nice view, nice staff",4,1
789, Not hygienic. Insects. Lots of flies.,3,0
790," Clean hotel, friendly staff.",3,0
791," To be a hotel located in such a ramshackle city is not bad. But it is also true that I have been in cheaper hotels much cuckoos and better valued. The staff is friendly and smiling, especially the cleaners. The hotel",3,0
792,"(Translated by Google) Home inexistent and luxury room very noisy and quite expensive:> 200000ary (1 st floor facing the road)
Good point: good luck and wifi rather fast …",3,0
839, The welcome from Dina is fantastic the smile is the rendezvous the impeccable service we spent a week from beginning to end the same service. All the meals were delicious beautiful presentation and served excellent,5,1
840, Quiet place to recharge your batteries 😀😀,5,1
884,good.,5,1
885,Good option near the airport.,3,0
886,"Clean, friendly staff, good food, consistent WIFI and electricity.",5,1
887,"(Translated by Google) I stayed there for almost a year and it was a really lovely stay.
The setting is very warm and really secure. …",5,1
888," What happiness, good little table, friendly boss, decent service, a superb setting 5 minutes from the airport.",4,1
889,"(Translated by Google) Very nice hotel in a very quiet area
Very caring staff (really)
The owners are very nice and welcome us in a good mood. …",5,1
890,"(Translated by Google) Beautiful guest house, warm welcome, pleasant atmosphere, beautiful garden. The 15 days spent at the Green Palace were really nice.
The manager and all the staff are really nice and close to the customers. …",5,1
891,"(Translated by Google) Super frame! Spacious rooms and small restaurant where you can eat very well!
Very close to the airport! …",5,1
892," Mediocre hotel near the airport (10 minutes by car). Shuttle service possible, but costs more than announced. There are only shared toilets or shared bathroom. Attention: The hotel does not accept card payments.",2,0
893, A great place to relax after a flight from Europe. Helpful staff.,5,1
914,"This is a wonderful place, with bungalows directly on the Indian ocean, delicious food, swimming pool, and friendly owners.. the price is also very good. We stayed at Club Paradise for 6 nights and we enjoyed it very much. …",4,1
915,"Fantastic location, great owners, amazing food!",5,1
916,Paradis,5,1
917," Thank you to Thierry and to the whole team for the welcome. Clean and comfortable room, hot water, unlimited pool, the lagoon all to us, the free breakfast, the meals too good!",5,1
918," Very good hotel, warm welcome, beautiful sea (lagoon), beautiful swimming pool, very sociable owner, dog, ping pong and pétanque ground, and hearty meals.",5,1
919," All the bungalows directly overlook the beach, that's great! Again thank you to Karine who takes care of her clients like a true friend, we especially noticed during our emergency repatriation.",5,1
920,"(Translated by Google) The hotel has a beautiful view and its own access to the sea.
The bungalows are pretty with a fantastic view of the sea, but could be a bit …",2,0
921, Patrons welcoming just a small flat on the lack of choice for the menus,5,1
922," We did not go to the hotel but just ate. The setting is very beautiful, the waitress is nice but the food is disappointing especially considering the price.",3,0
923,"(Translated by Google) Bad Bad Bad !!! Just the pool landscape with a sticky bottom and especially the scam on meals
Local cuisine made by the cleaning lady and invoiced at the price of a good …",1,0
1086,"(Translated by Google) Just arrived and as if by magic the suite I paid for is under renovation ...
The 2nd floor ... kitchen smell until …",1,0
1094,"You get Indian food . Gym is slightly old , pool is small in size . In break less option but still you can get vegan and non veg food.",3,0
1095,Good hotel.,3,0
1143, There is no permanence for those who leave early,3,0
1147,"(Translated by Google) Clean room and very welcoming staff ... slightly light continental breakfast ... we would have preferred a buffet breakfast ...
Anyway, I recommend ... …",4,1
1148," Beautiful setting, in the city center",4,1
1149, You can put the plan,4,1
0,They call it a 2 stars hotel. I've stayed in hostels which was 10 times better than this. The room was disgusting. You couldn't even walk because your feet were adhere. So dirty place I'd ever been. The staff are very bad at English too. …,1,0
1,Disgusting. Let me start by saying we travel cheap and aren't picky - but this was beyond a joke. Checked in last minute and got a room full of awful damp in the bathroom and room itself. It stunk of writing and the floor and walls were …,1,0
2,"Had a bad experience with this hotel. I booked and paid via Agoda, once arrived hotel said that there was no more room available and put me to another poor hotel, the new hotel gave me a room in the 6th floor without elevator. And the room is like a bird nest! Never book this hotel again",1,0
3,"We arrived having booked online a couple days beforehand. The owner then tried to make up an excuse, when they had clearly just over booked. Following that they tried to move us to their friends hotel that was absolutely awful. After 10 minutes of arguing they finally gave us our money back. Wouldn't recommend.",1,0
4,"We booked three rooms, one of them was cancelled 1 hour before we got there and half of our friends found another hotel. After the first night we went around the city and when we came back all of our luggage from one of the rooms was taken …",1,0
5,The room is not really clean as I imganined. The staff’s attudude is quite and unprofessional. …,1,0
6,"After finding the hotel in a grim and slightly scary alley, we found a very disappointing hotel foyer. Before reaching our room, we saw a mouse run from the kitchen towards the breakfast 'room'. The window-less hotel room was dirty and …",1,0
7,"We stayed here on the 14th and 15th of February and booked a Sapa Trekking trip through this property for the 16th,17th, 18th. The accommodation itself was fine however I would not recommend that you book a trip through them as we were …",1,0
